DATOS TÉCNICOS Y TRAZABILIDAD							
Esta pestaña conserva el texto original, la descripción olfativa, la ruta de imagen y la fuente de verificación.							
							
Código	Nombre original exacto	Descripción olfativa	Ruta de imagen	Fuente	Orden original	Control de duplicado	Estado de ficha
AP-0139	MUSK COLLECTION POMEGRANATE UNISEX 60ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musk_collection_pomegranate_unisex_60ml_edp_gulf_orquid_c320ba540b.webp		139	Único	Pendiente
AP-0133	MUSK COLLECTION TAHARA VAINILLA UNISEX 60ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musk_collection_tahara_vainilla_unisex_60ml_edp_gulf_orquid_90f5769bed.webp		133	Único	Pendiente
AP-0140	MUSK COLLECTION TOFFEE UNISEX 60ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musk_collection_toffee_unisex_60ml_edp_gulf_orquid_c46266f004.webp		140	Único	Pendiente
AP-0131	MUSK COLLECTION TROPICAL FRUTIS UNISEX 60ML EDP GULF ORCHID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musk_collection_tropical_frutis_unisex_60ml_edp_gulf_orchid_d13afcd25b.webp		131	Único	Pendiente
AP-0141	NASEEM UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/naseem_unisex_100ml_edp_gulf_orquid_e725050304.webp		141	Único	Pendiente
AP-0160	NAUGHTY VANILLA UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/naughty_vanilla_unisex_100ml_edp_gulf_orquid_00b9af0c5c.webp		160	Único	Pendiente
AP-0125	OLD FASHIONED UNISEX 100ML EDP GULF ORCHID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/old_fashioned_unisex_100ml_edp_gulf_orchid_a7d1d5787e.webp		125	Único	Pendiente
AP-0143	OMSIAH UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/omsiah_unisex_100ml_edp_gulf_orquid_d534e4b6f8.webp		143	Único	Pendiente
AP-0153	RARE ROSE UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/rare_rose_unisex_100ml_edp_gulf_orquid_3b30a31dbd.webp		153	Único	Pendiente
AP-0127	RUBY FIZZ UNISEX 100ML EDP GULF ORCHID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ruby_fizz_unisex_100ml_edp_gulf_orchid_36830df191.webp		127	Único	Pendiente
AP-0148	SWEET HEAVEN UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sweet_heaven_unisex_100ml_edp_gulf_orquid_4d8218a2d1.webp		148	Único	Pendiente
AP-0150	SWEET HEAVEN CHERRY UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sweet_heaven_cherry_unisex_100ml_edp_gulf_orquid_cec76ab471.webp		150	Único	Pendiente
AP-0149	SWEET HEAVEN ICE UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sweet_heaven_ice_unisex_100ml_edp_gulf_orquid_c22bd60c6a.webp		149	Único	Pendiente
AP-0147	SWEET HEAVEN TOBACCO UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sweet_heaven_tobacco_unisex_100ml_edp_gulf_orquid_99a2f2aee9.webp		147	Único	Pendiente
AP-0144	SWEET LIKE CANDY MUJER 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/sweet_like_candy_mujer_100ml_edp_gulf_orquid_1d3e33df16.webp		144	Único	Pendiente
AP-0130	TAHITI COLADA MUJER 100ML EDP GULF ORCHID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/tahiti_colada_mujer_100ml_edp_gulf_orchid_fa311e290e.webp		130	Único	Pendiente
AP-0152	VANILLA LATE UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/vanilla_late_unisex_100ml_edp_gulf_orquid_194716c40f.webp		152	Único	Pendiente
AP-0124	VANILLA ON THE BEACH UNISEX 100ML EDP GULF ORCHID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/vanilla_on_the_beach_unisex_100ml_edp_gulf_orchid_c814d670f9.webp		124	Único	Pendiente
AP-0154	YATCH CLUB UNISEX 100ML EDP GULF ORQUID	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/yatch_club_unisex_100ml_edp_gulf_orquid_0629a2797a.webp		154	Único	Pendiente
AP-1199	DRAKKAR INTENSE HOMBRE 100ML EDP GUY LAROCHE	Salida: wormwood, coriander, bergamota y rosemary. Corazón: lavanda, clary sage y juniper berries. Fondo: pachulí, lavanda, moss y suede.	img/perfumes/drakkar_intense_hombre_100ml_edp_guy_laroche_59c85c0f62.webp	https://www.fragrantica.com/perfume/guy-laroche/drakkar-intense-71732.html	1227	Único	Ficha verificada
AP-1197	DRAKKAR NOIR HOMBRE 100ML EDT GUY LAROCHE	Salida: lavanda, limón (lima ácida), bergamota y rosemary. Corazón: enebro, coriander, canela y carnation. Fondo: musgo de roble, pine tree needles, cuero y fir.	img/perfumes/drakkar_noir_hombre_100ml_edt_guy_laroche_f317124bb0.webp	https://www.fragrantica.com/perfume/guy-laroche/drakkar-noir-2069.html	1225	Único	Ficha verificada
AP-1198	DRAKKAR NOIR HOMBRE 200ML EDT GUY LAROCHE	Salida: lavanda, limón (lima ácida), bergamota y rosemary. Corazón: enebro, coriander, canela y carnation. Fondo: musgo de roble, pine tree needles, cuero y fir.	img/perfumes/drakkar_noir_hombre_200ml_edt_guy_laroche_c75c1a0a0b.webp	https://www.fragrantica.com/perfume/guy-laroche/drakkar-noir-2069.html	1226	Único	Ficha verificada
AP-1954	HER BARENIA MUJER 100ML EDP HERMES	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/her_barenia_mujer_100ml_edp_hermes_b2bfe22677.webp		1984	Único	Pendiente
AP-1953	JOUR DE HERMES MUJER 85ML EDP HERMES	Salida: toronja (pomelo), limón (lima ácida) y watery notes. Corazón: white flowers, gardenia, notas verdes y sweet pea. Fondo: almizcle y notas amaderadas.	img/perfumes/jour_de_hermes_mujer_85ml_edp_hermes_1d4cc9e789.webp	https://www.fragrantica.com/perfume/hermes/jour-d-hermes-17076.html	1983	Único	Ficha verificada
AP-1948	LE JARDIN DE MONSIEUR MUJER 100ML EDT HERMES	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/le_jardin_de_monsieur_mujer_100ml_edt_hermes_d380a93fc1.webp		1978	Único	Pendiente
AP-1484	TERRE D HERMES HOMBRE 100ML EDT HERMES	Salida: naranja y toronja (pomelo). Corazón: pimienta, pelargonio y sílex. Fondo: vetiver, cedro, pachulí y benjuí.	img/perfumes/terre_d_hermes_hombre_100ml_edt_hermes_be61a921c5.webp	https://www.fragrantica.com/perfume/hermes/terre-d-hermes-17.html	1513	Único	Ficha verificada
AP-1947	TUTTI TWILLY MUJER 85ML EDP HERMES	Salida: litchi. Corazón: ginger flower. Fondo: almizcle.	img/perfumes/tutti_twilly_mujer_85ml_edp_hermes_25e3d550d0.webp	https://www.fragrantica.com/perfume/hermes/tutti-twilly-d-hermes-83963.html	1977	Único	Ficha verificada
AP-1949	UN JARDIN EN MEDITERRANEE MUJE 100ML EDT HERMES	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/un_jardin_en_mediterranee_muje_100ml_edt_hermes_34833dbc2a.webp		1979	Único	Pendiente
AP-1950	UN JARDIN SUR LA LAGUNE MUJER 100ML EDT HERMES	Perfil dominado por acordes white floral, marine, floral, woody; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/un_jardin_sur_la_lagune_mujer_100ml_edt_hermes_f8346aff14.webp	https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-La-Lagune-53373.html	1980	Único	Ficha verificada
AP-1952	UN JARDIN SUR LE NIL MUJER 100ML EDT HERMES	Salida: toronja (pomelo), green mango, tomato y carrot. Corazón: flor de loto, bulrush, naranja y hiacynth. Fondo: almizcle, iris, incense y labdanum.	img/perfumes/un_jardin_sur_le_nil_mujer_100ml_edt_hermes_ee38039056.webp	https://www.fragrantica.com/perfume/hermes/un-jardin-sur-le-nil-18.html	1982	Único	Ficha verificada
AP-1951	UN JARDIN SUR LE TOIT UNISEX 100ML EDT HERMES	Perfil dominado por acordes green, fresh, fruity, rose; la ficha consultada no separa salida, corazón y fondo.	img/perfumes/un_jardin_sur_le_toit_unisex_100ml_edt_hermes_0e8d7e33d7.webp	https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Sur-Le-Toit-11502.html	1981	Único	Ficha verificada
AP-1485	VOYAGE D´ HERMES PERFUME HOMBRE 100ML HERMES	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/voyage_d_hermes_perfume_hombre_100ml_hermes_3edcadeae7.webp		1514	Único	Pendiente
AP-1244	HOLLISTER CALIFORNIA FREE WAVE HOMBRE 100ML EDT HOLLISTER	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hollister_california_free_wave_hombre_100ml_edt_hollister_e8e68380e0.webp		1272	Único	Pendiente
AP-1243	HOLLISTER CANYON ESCAPE HOMBRE 100ML EDT HOLLISTER	Salida: bergamota, pimienta negra y cardamomo. Corazón: vetiver, enebro, sage y notas verdes. Fondo: pachulí, ámbar y musgo de roble.	img/perfumes/hollister_canyon_escape_hombre_100ml_edt_hollister_898d3f706c.webp	https://www.fragrantica.com/perfume/hollister/hollister-canyon-escape-man-61696.html	1271	Único	Ficha verificada
AP-1958	HOLLISTER CANYON ESCAPE MUJER 100ML EDP HOLLISTER	Salida: mandarina, blood orange y cactus juice. Corazón: flor de azahar del naranjo, desert rose, solar notes y iris. Fondo: almizcle, sándalo y cedro.	img/perfumes/hollister_canyon_escape_mujer_100ml_edp_hollister_66906d04bd.webp	https://www.fragrantica.com/perfume/hollister/hollister-canyon-escape-woman-61695.html	1988	Único	Ficha verificada
AP-1242	HOLLISTER FESTIVAL NITE HOMBRE 100ML EDT HOLLISTER	Salida: manzana, bergamota y mandarin leaf. Corazón: ambroxan, pimienta negra y jengibre. Fondo: haba tonka, sándalo y almizcle.	img/perfumes/hollister_festival_nite_hombre_100ml_edt_hollister_9d7773a71c.webp	https://www.fragrantica.com/perfume/hollister/festival-nite-for-him-54061.html	1270	Único	Ficha verificada
AP-1957	HOLLISTER FESTIVAL NITE MUJER 100ML EDP HOLLISTER	Salida: coco, mandarina y pink freesia. Corazón: grosella negra, orquídea y apple blossom. Fondo: marshmallow, vainilla y ámbar.	img/perfumes/hollister_festival_nite_mujer_100ml_edp_hollister_0b47de31fe.webp	https://www.fragrantica.com/perfume/hollister/festival-nite-for-her-54062.html	1987	Único	Ficha verificada
AP-1956	HOLLISTER FREE WAVE MUJER 100ML EDP HOLLISTER	Salida: zarzamora (frambuesa negra), mandarina y agave nectar. Corazón: water lily, apple blossom y orquídea. Fondo: ambroxan, moss y pachulí.	img/perfumes/hollister_free_wave_mujer_100ml_edp_hollister_8b299944ca.webp	https://www.fragrantica.com/perfume/hollister/free-wave-for-her-50776.html	1986	Único	Ficha verificada
AP-1955	HOLLISTER WAVE MUJER 100ML EDP HOLLISTER	Salida: carambola (star fruit), quince y casis (grosellero negro). Corazón: hibiscus, orquídea y poppy. Fondo: solar notes, sándalo y crystal amber.	img/perfumes/hollister_wave_mujer_100ml_edp_hollister_2b430d39bb.webp	https://www.fragrantica.com/perfume/hollister/hollister-wave-for-her-38892.html	1985	Único	Ficha verificada
AP-1959	HOLLISTER WAVE 2 MUJER 60ML EDP HOLLISTER	Salida: coconut nectar, durazno (melocotón) y mandarina. Corazón: tiare flower, water lily y pink freesia. Fondo: sand, driftwood y orquídea.	img/perfumes/hollister_wave_2_mujer_60ml_edp_hollister_30e887b50a.webp	https://www.fragrantica.com/perfume/hollister/wave-2-for-her-44906.html	1989	Único	Ficha verificada
AP-1960	ALIVE MUJER 80ML EDP HUGO BOSS	Salida: vainilla de madagascar, canela, ciruela y manzana. Corazón: jasmine sambac y thyme. Fondo: woodsy notes, sándalo, cedro y olive tree.	img/perfumes/alive_mujer_80ml_edp_hugo_boss_ee2c9d4d02.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-alive-eau-de-parfum-59228.html	1990	Único	Ficha verificada
AP-1961	ALIVE MUJER 80ML PERFUM HUGO BOSS	Salida: jazmín. Corazón: vetiver. Fondo: cuero.	img/perfumes/alive_mujer_80ml_perfum_hugo_boss_fd8e1e93f2.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-alive-parfum-79537.html	1991	Único	Ficha verificada
AP-1249	BOSS BOTLED TRIUMPH ELIXIR HOMBRE 100ML EDP INTENSE HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/boss_botled_triumph_elixir_hombre_100ml_edp_intense_hugo_boss_d8172faeea.webp		1278	Único	Pendiente
AP-1256	BOSS BOTTLED ABSOLUTE HOMBRE 100ML EDP HUGO BOSS	Salida: manzana, ciruela y bergamota. Corazón: canela y cashmere wood. Fondo: olive tree, sándalo, almizcle y cedro.	img/perfumes/boss_bottled_absolute_hombre_100ml_edp_hugo_boss_87d98571a6.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-absolute-57483.html	1285	Único	Ficha verificada
AP-1245	BOSS BOTTLED DE HUGO BOSS HOMBRE 100ML EDT HUGO BOSS	Salida: manzana, ciruela, limón (lima ácida) y bergamota. Corazón: canela, caoba y carnation. Fondo: vainilla, sándalo, cedro y vetiver.	img/perfumes/boss_bottled_de_hugo_boss_hombre_100ml_edt_hugo_boss_e79d41f463.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-383.html	1273	Único	Ficha verificada
AP-1248	BOSS BOTTLED DE HUGO BOSS HOMBRE 100ML EDP HUGO BOSS	Salida: manzana, pimienta negra y bergamota. Corazón: canela, cardamomo y castaña. Fondo: almizcle y vetiver.	img/perfumes/boss_bottled_de_hugo_boss_hombre_100ml_edp_hugo_boss_d40d2dcdbc.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-eau-de-parfum-62744.html	1276	Único	Ficha verificada
AP-1246	BOSS BOTTLED DE HUGO BOSS HOMBRE 200ML EDT HUGO BOSS	Salida: manzana, ciruela, limón (lima ácida) y bergamota. Corazón: canela, caoba y carnation. Fondo: vainilla, sándalo, cedro y vetiver.	img/perfumes/boss_bottled_de_hugo_boss_hombre_200ml_edt_hugo_boss_782080a8b8.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-383.html	1274	Único	Ficha verificada
AP-1250	BOSS BOTTLED DE HUGO BOSS HOMBRE 200ML EDP HUGO BOSS	Salida: manzana, pimienta negra y bergamota. Corazón: canela, cardamomo y castaña. Fondo: almizcle y vetiver.	img/perfumes/boss_bottled_de_hugo_boss_hombre_200ml_edp_hugo_boss_3e1a065711.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-eau-de-parfum-62744.html	1279	Único	Ficha verificada
AP-1247	BOSS BOTTLED ELIXIR HOMBRE 100ML EDP HUGO BOSS	Salida: frankincense y cardamomo. Corazón: pachulí y vetiver. Fondo: labdanum y cedro.	img/perfumes/boss_bottled_elixir_hombre_100ml_edp_hugo_boss_d67dbf8641.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-elixir-84074.html	1275	Único	Ficha verificada
AP-1252	BOSS BOTTLED INFINITE DE HUGO BOSS HOMBRE 100ML EDP HUGO BOSS	Salida: manzana, canela, sage y mandarina. Corazón: lavanda, rosemary y pachulí. Fondo: sándalo y olive tree.	img/perfumes/boss_bottled_infinite_de_hugo_boss_hombre_100ml_edp_hugo_boss_fdf31ac5db.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-infinite-54204.html	1281	Único	Ficha verificada
AP-1259	BOSS BOTTLED INTENSE HOMBRE 100ML EDP HUGO BOSS	Salida: manzana y flor de azahar del naranjo. Corazón: canela, clavos de olor y geranio. Fondo: vainilla, sándalo, cedro y vetiver.	img/perfumes/boss_bottled_intense_hombre_100ml_edp_hugo_boss_67d3221610.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-intense-eau-de-parfum-40468.html	1288	Único	Ficha verificada
AP-1258	BOSS BOTTLED NIGHT HOMBRE 100ML EDT HUGO BOSS	Salida: lavanda y birch. Corazón: violeta. Fondo: woodsy notes y almizcle.	img/perfumes/boss_bottled_night_hombre_100ml_edt_hugo_boss_9fdaf3a66d.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-night-8825.html	1287	Único	Ficha verificada
AP-1251	BOSS BOTTLED PERFUME DE HUGO BOSS HOMBRE 100ML  HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/boss_bottled_perfume_de_hugo_boss_hombre_100ml_hugo_boss_83a29adb33.webp		1280	Único	Pendiente
AP-1255	BOSS BOTTLED TONIC DE HUGO BOSS HOMBRE 100ML EDT HUGO BOSS	Salida: manzana, bitter orange, toronja (pomelo) y limón (lima ácida). Corazón: jengibre, canela, geranio y clavos de olor. Fondo: woodsy notes y vetiver.	img/perfumes/boss_bottled_tonic_de_hugo_boss_hombre_100ml_edt_hugo_boss_0c451a15a9.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-tonic-43331.html	1284	Único	Ficha verificada
AP-1257	BOSS BOTTLED UNITED HOMBRE 100ML EDT HUGO BOSS	Salida: blood orange, ozonic notes y buchu or agathosma. Corazón: menta, peppermint, manzana y melón. Fondo: vetiver, pachulí, white musk y amberwood.	img/perfumes/boss_bottled_united_hombre_100ml_edt_hugo_boss_43f52291bf.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-united-50109.html	1286	Único	Ficha verificada
AP-1253	BOSS BOTTLED UNLIMITED DE HUGO BOSS HOMBRE 100ML EDT HUGO BOSS	Salida: menta, toronja (pomelo) y violet leaf. Corazón: piña, rosa y canela. Fondo: white musk, labdanum y sándalo.	img/perfumes/boss_bottled_unlimited_de_hugo_boss_hombre_100ml_edt_hugo_boss_b0a3acaf58.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-unlimited-22528.html	1282	Único	Ficha verificada
AP-1254	BOSS BOTTLED UNLIMITED DE HUGO BOSS HOMBRE 200ML EDT HUGO BOSS	Salida: menta, toronja (pomelo) y violet leaf. Corazón: piña, rosa y canela. Fondo: white musk, labdanum y sándalo.	img/perfumes/boss_bottled_unlimited_de_hugo_boss_hombre_200ml_edt_hugo_boss_c2aad58468.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-bottled-unlimited-22528.html	1283	Único	Ficha verificada
AP-1967	BOSS FEMME MUJER 75ML EDP HUGO BOSS	Salida: fresia, tangerine y grosella negra. Corazón: bulgarian rose, lily y jazmín. Fondo: lemon tree, chabacano y ámbar.	img/perfumes/boss_femme_mujer_75ml_edp_hugo_boss_4d9e185d85.webp	https://www.fragrantica.com/perfume/hugo-boss/femme-821.html	1997	Único	Ficha verificada
AP-1969	BOSS MA VIE MUJER 75ML EDP HUGO BOSS	Salida: cactus flower. Corazón: pink freesia, rosa y jazmín. Fondo: notas amaderadas y cedro.	img/perfumes/boss_ma_vie_mujer_75ml_edp_hugo_boss_a218b1e89d.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-ma-vie-pour-femme-25298.html	1999	Único	Ficha verificada
AP-1261	BOSS NUMBER ONE HOMBRE 100ML EDT HUGO BOSS	Salida: abrótano, enebro, bergamota y limón (lima ácida). Corazón: miel, lavanda, rosa y jazmín. Fondo: tobacco, musgo de roble, pachulí y sándalo.	img/perfumes/boss_number_one_hombre_100ml_edt_hugo_boss_98e0c20919.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-number-one-6278.html	1290	Único	Ficha verificada
AP-1965	BOSS THE SCENT MUJER 100ML EDP HUGO BOSS	Salida: durazno (melocotón) y fresia. Corazón: osmanthus. Fondo: cacao.	img/perfumes/boss_the_scent_mujer_100ml_edp_hugo_boss_a250051338.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-the-scent-for-her-38998.html	1995	Único	Ficha verificada
AP-1966	BOSS THE SCENT ABSOLUTE MUJER 100ML EDP HUGO BOSS	Salida: miel y durazno (melocotón). Corazón: café. Fondo: vainilla y vetiver.	img/perfumes/boss_the_scent_absolute_mujer_100ml_edp_hugo_boss_962dbed4f9.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-the-scent-for-her-absolute-56280.html	1996	Único	Ficha verificada
AP-1962	BOSS WOMAN 90ML EDP HUGO BOSS	Salida: mango y mandarina. Corazón: fresia y violet root. Fondo: white cedar extract y sándalo.	img/perfumes/boss_woman_90ml_edp_hugo_boss_228013abf0.webp	https://www.fragrantica.com/perfume/hugo-boss/boss-woman-381.html	1992	Único	Ficha verificada
AP-1274	DARK BLUE DE HUGO BOSS HOMBRE 75ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/dark_blue_de_hugo_boss_hombre_75ml_edt_hugo_boss_56392f032f.webp		1303	Único	Pendiente
AP-1964	DEEP RED MUJER 90ML EDP HUGO BOSS	Salida: blood orange, grosella negra, clementine y pera. Corazón: jengibre, ginger flower, nardo y fresia. Fondo: vainilla, sándalo, almizcle y california cedar.	img/perfumes/deep_red_mujer_90ml_edp_hugo_boss_1f0893c582.webp	https://www.fragrantica.com/perfume/hugo-boss/deep-red-565.html	1994	Único	Ficha verificada
AP-2620	ESTUCHE HUGO BOSS BOTTLED HOMBRE 3PZS 100ML  EDP + 1OML EDT + GEL DE BAÑO	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_hugo_boss_bottled_hombre_3pzs_100ml_edp_1oml_edt_gel_de_bano_982f2b3639.webp		2672	Único	No aplica
AP-2621	ESTUCHE HUGO BOSS HUGO CANTIMPLORA HOMBRE 3PZS 125ML EDT + DESODORANTE + GEL DE BAÑO	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/estuche_hugo_boss_hugo_cantimplora_hombre_3pzs_125ml_edt_desodorante_gel_de_bano_4a70ad47e9.webp		2673	Único	No aplica
AP-1267	HUGO CANTIMPLORA DE HUGO BOSS HOMBRE 200ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_de_hugo_boss_hombre_200ml_edt_hugo_boss_46f63baa50.webp		1296	Único	Pendiente
AP-1266	HUGO CANTIMPLORA DE HUGO BOSS HOMBRE 125M EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_de_hugo_boss_hombre_125m_edt_hugo_boss_742ffdc9c9.webp		1295	Único	Pendiente
AP-1271	HUGO CANTIMPLORA EXTREME HOMBRE 75ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_extreme_hombre_75ml_edt_hugo_boss_2270755f27.webp		1300	Único	Pendiente
AP-1270	HUGO CANTIMPLORA ICED HOMBRE 125ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_iced_hombre_125ml_edt_hugo_boss_bf0b7e33ae.webp		1299	Único	Pendiente
AP-1265	HUGO CANTIMPLORA INTENSE HOMBRE 125ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_intense_hombre_125ml_edt_hugo_boss_68a498efba.webp		1294	Único	Pendiente
AP-1264	HUGO CANTIMPLORA JEANS HOMBRE 75ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_jeans_hombre_75ml_edt_hugo_boss_3a0f51895d.webp		1293	Único	Pendiente
AP-1272	HUGO CANTIMPLORA REVERSED HOMBRE 125ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_reversed_hombre_125ml_edt_hugo_boss_d2db9ff1ea.webp		1301	Único	Pendiente
AP-1263	HUGO CANTIMPLORA SUPERMAN HOMBRE 125ML EDP HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_cantimplora_superman_hombre_125ml_edp_hugo_boss_4f7a395513.webp		1292	Único	Pendiente
AP-1273	HUGO ENERGISE DE HUGO BOSS HOMBRE 75ML EDT HUGO BOSS	Salida: pimienta rosa, limón (lima ácida), kumquat y pineapple leaf. Corazón: nuez moscada, jazmín, enebro y fresia. Fondo: vainilla, cuero y teak wood.	img/perfumes/hugo_energise_de_hugo_boss_hombre_75ml_edt_hugo_boss_a493d399b1.webp	https://www.fragrantica.com/perfume/hugo-boss/hugo-energise-569.html	1302	Único	Ficha verificada
AP-1260	HUGO ORANGE DE HUGO BOSS HOMBRE 100ML EDT HUGO BOSS	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/hugo_orange_de_hugo_boss_hombre_100ml_edt_hugo_boss_3455fac181.webp		1289	Único	Pendiente
AP-1968	HUGO XX MUJER 100ML EDT HUGO BOSS	Salida: litchi, grosella negra y mandarina. Corazón: jazmín, rice basmati y rosa. Fondo: almizcle, sándalo y ámbar.	img/perfumes/hugo_xx_mujer_100ml_edt_hugo_boss_4a351ea1af.webp	https://www.fragrantica.com/perfume/hugo-boss/hugo-xx-1508.html	1998	Único	Ficha verificada
