ARCHIVUM PARFUMS | CATÁLOGO MAYORISTA												
Inventario organizado para lectura, búsqueda y filtros. Precios expresados en colones costarricenses.												
Consejo: filtrá por marca, público, concentración o estado de ficha desde los encabezados.												
Código	Perfume	Marca	Público	Presentación	Concentración	Notas principales	Precio mayorista	Tipo	Estado de ficha	Descripción	Imagen	Nombre original exacto
AP-2403	Mini Lattafa Kashan	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_kashan_unisex_20ml_aeb620cf14.webp	MINI LATTAFA KASHAN UNISEX 20ML
AP-2411	Mini Lattafa Kashan	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_kashan_unisex_20ml_aeb620cf14.webp	MINI LATTAFA KASHAN UNISEX 20ML
AP-2382	Mini Lattafa Khamrah	Lattafa	Unisex	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_khamrah_30ml_edp_73989c748e.webp	MINI LATTAFA KHAMRAH 30ML EDP
AP-2385	Mini Lattafa Khamrah	Lattafa	Unisex	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_khamrah_30ml_edp_73989c748e.webp	MINI LATTAFA KHAMRAH 30ML EDP
AP-2373	Mini Lattafa Khamrah	Lattafa	Unisex	35 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_khamrah_35ml_edp_13833e03c7.webp	MINI LATTAFA KHAMRAH 35ML EDP
AP-2405	Mini Lattafa Masa	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_masa_unisex_20ml_1199dfd583.webp	MINI LATTAFA MASA UNISEX 20ML
AP-2387	Mini Lattafa Musaman	Lattafa	Hombre	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_musaman_hombre_30ml_edp_fa936c0f35.webp	MINI LATTAFA MUSAMAN HOMBRE 30ML EDP
AP-2407	Mini Lattafa Natural OUD	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_natural_oud_unisex_20ml_6cdbfcb62f.webp	MINI LATTAFA NATURAL OUD UNISEX 20ML
AP-2412	Mini Lattafa Nebras	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_nebras_unisex_20ml_df447694cb.webp	MINI LATTAFA NEBRAS UNISEX 20ML
AP-2376	Mini Lattafa Noble Blush	Lattafa	Unisex	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_noble_blush_30ml_edp_5aed16bdab.webp	MINI LATTAFA NOBLE BLUSH 30ML EDP
AP-2383	Mini Lattafa OUD Amethyste	Lattafa	Unisex	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_oud_amethyste_30ml_edp_f6028c8ef7.webp	MINI LATTAFA OUD AMETHYSTE 30ML EDP
AP-2384	Mini Lattafa OUD For Glory	Lattafa	Unisex	30 ml	EDT	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_oud_for_glory_unisex_30ml_edt_aae5dffa14.webp	MINI LATTAFA OUD FOR GLORY UNISEX 30ML EDT
AP-2377	Mini Lattafa OUD For Glory Sublime	Lattafa	Unisex	30 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_oud_for_glory_sublime_30ml_fb27bf1484.webp	MINI LATTAFA OUD FOR GLORY SUBLIME 30ML
AP-2388	Mini Lattafa Teriaq	Lattafa	Mujer	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_teriaq_mujer_30ml_edp_4bda28576d.webp	MINI LATTAFA TERIAQ MUJER 30ML EDP
AP-2408	Mini Lattafa Tharwah Silver	Lattafa	Unisex	20 ml	No indicada	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_tharwah_silver_unisex_20ml_fc3c493c6c.webp	MINI LATTAFA THARWAH SILVER UNISEX 20ML
AP-2370	Mini Lattafa Yara	Lattafa	Unisex	35 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_yara_35ml_edp_95f9b78ba3.webp	MINI LATTAFA YARA 35ML EDP
AP-2389	Mini Lattafa Yara Candy	Lattafa	Unisex	30 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_yara_candy_30ml_edp_b6d971b478.webp	MINI LATTAFA YARA CANDY 30ML EDP
AP-2372	Mini Lattafa Yara Candy	Lattafa	Unisex	35 ml	EDP	Sin clasificar	2000	Miniatura	No aplica	Registro comercial de estuche, miniatura o cuidado corporal; no corresponde a una ficha individual de perfume en Fragrantica.	img/perfumes/mini_lattafa_yara_candy_35ml_edp_28739c6089.webp	MINI LATTAFA YARA CANDY 35ML EDP
AP-0646	Mohra	Lattafa	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Almizclado · Verde	12000	Perfume	Ficha verificada	Salida: lavanda, azafrán, blood orange y bergamota. Corazón: pimienta negra, cachemira y rosa. Fondo: pachulí, cedro, sándalo y labdanum.	img/perfumes/mohra_unisex_100ml_edp_lattafa_e04a4eb01d.webp	MOHRA UNISEX 100ML EDP LATTAFA
AP-0713	Mughal Fort	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/mughal_fort_unisex_100ml_edp_lattafa_e493e4e8ae.webp	MUGHAL FORT UNISEX 100ML EDP LATTAFA
AP-0760	Musaman	Lattafa	Unisex	100 ml	EDP	Sin clasificar	16000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musaman_unisex_100ml_edp_lattafa_fa7ab8ec38.webp	MUSAMAN UNISEX 100ML EDP LATTAFA
AP-0759	Musaman Negro Intense	Lattafa	Unisex	100 ml	EDP	Sin clasificar	19000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musaman_negro_intense_unisex_100ml_edp_lattafa_294c2591ea.webp	MUSAMAN NEGRO INTENSE UNISEX 100ML EDP LATTAFA
AP-0761	Musaman White	Lattafa	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/musaman_white_unisex_100ml_edp_lattafa_826e7be0e4.webp	MUSAMAN WHITE UNISEX 100ML EDP LATTAFA
AP-0716	Nebras Elixir	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/nebras_elixir_unisex_100ml_edp_lattafa_607614aac2.webp	NEBRAS ELIXIR UNISEX 100ML EDP LATTAFA
AP-0735	Niche Emarati Khalid	Lattafa	Unisex	100 ml	EDP	Amaderado · Oriental · Especiado · Cuero · Verde	18000	Perfume	Ficha verificada	Salida: cuero, labdanum y azafrán. Corazón: birch, cade oil y pachulí. Fondo: oud, cuero, tolu balsam y benjuí.	img/perfumes/niche_emarati_khalid_unisex_100ml_edp_lattafa_73520b6381.webp	NICHE EMARATI KHALID UNISEX 100ML EDP LATTAFA
AP-0734	Niche Emarati Toleen	Lattafa	Unisex	80 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/niche_emarati_toleen_unisex_80ml_edp_lattafa_9a459eb1a9.webp	NICHE EMARATI TOLEEN UNISEX 80ML EDP LATTAFA
AP-0618	Noble Blush	Lattafa	Mujer	100 ml	EDP	Sin clasificar	14500	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/noble_blush_mujer_100ml_edp_lattafa_b461176162.webp	NOBLE BLUSH MUJER 100ML EDP LATTAFA
AP-0654	Opulent Dubai	Lattafa	Unisex	100 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/opulent_dubai_unisex_100ml_edp_lattafa_c02625572b.webp	OPULENT DUBAI UNISEX 100ML EDP LATTAFA
AP-0620	OUD Amethyste	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/oud_amethyste_unisex_100ml_edp_lattafa_5752366a41.webp	OUD AMETHYSTE UNISEX 100ML EDP LATTAFA
AP-0621	OUD For Glory Sublime	Lattafa	Unisex	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/oud_for_glory_sublime_unisex_100ml_edp_lattafa_e2af7c3236.webp	OUD FOR GLORY SUBLIME UNISEX 100ML EDP LATTAFA
AP-0741	OUD Mood	Lattafa	Unisex	100 ml	EDP	Amaderado · Floral · Oriental · Gourmand · Especiado · Almizclado	12000	Perfume	Ficha verificada	Salida: rosa, azafrán y pimento. Corazón: agarwood (oud), caramelo, floral notes y pachulí. Fondo: notas amaderadas, resins, ámbar y incense.	img/perfumes/oud_mood_unisex_100ml_edp_lattafa_c809f540c1.webp	OUD MOOD UNISEX 100ML EDP LATTAFA
AP-0619	OUD Of Glory	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/oud_of_glory_unisex_100ml_edp_lattafa_eee317c63c.webp	OUD OF GLORY UNISEX 100ML EDP LATTAFA
AP-0648	Petra	Lattafa	Unisex	100 ml	EDP	Sin clasificar	22000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/petra_unisex_100ml_edp_lattafa_8d903dcb5c.webp	PETRA UNISEX 100ML EDP LATTAFA
AP-0747	Pride Afaq	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_afaq_unisex_100ml_edp_lattafa_c5a6e6230e.webp	PRIDE AFAQ UNISEX 100ML EDP LATTAFA
AP-0712	Pride Ajwaa	Lattafa	Unisex	90 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_ajwaa_unisex_90ml_edp_lattafa_2f97cc0406.webp	PRIDE AJWAA UNISEX 90ML EDP LATTAFA
AP-0750	Pride Art Of Arabia Ii	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_art_of_arabia_ii_unisex_100ml_edp_lattafa_93b031bbce.webp	PRIDE ART OF ARABIA II UNISEX 100ML EDP LATTAFA
AP-0704	Pride Art Of Arabian Iii	Lattafa	Unisex	100 ml	EDP	Sin clasificar	19000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_art_of_arabian_iii_unisex_100ml_edp_lattafa_33ad72815c.webp	PRIDE ART OF ARABIAN III UNISEX 100ML EDP LATTAFA
AP-0702	Pride Art Of Nature Ii	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_art_of_nature_ii_unisex_100ml_edp_lattafa_27918b9e3d.webp	PRIDE ART OF NATURE II UNISEX 100ML EDP LATTAFA
AP-0705	Pride Art Of Wood	Lattafa	Unisex	100 ml	EDP	Sin clasificar	19000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_art_of_wood_unisex_100ml_edp_lattafa_c1f22bd2e1.webp	PRIDE ART OF WOOD UNISEX 100ML EDP LATTAFA
AP-0749	Pride Artisan Ethnique	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_artisan_ethnique_unisex_100ml_edp_lattafa_9c6e83d2ef.webp	PRIDE ARTISAN ETHNIQUE UNISEX 100ML EDP LATTAFA
AP-0672	Pride Dream Of Haze	Lattafa	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_dream_of_haze_unisex_100ml_edp_lattafa_8273cbd9fe.webp	PRIDE DREAM OF HAZE UNISEX 100ML EDP LATTAFA
AP-0748	Pride Embrace	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_embrace_unisex_100ml_edp_lattafa_1d86997362.webp	PRIDE EMBRACE UNISEX 100ML EDP LATTAFA
AP-0726	Pride Hala	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_hala_unisex_100ml_edp_lattafa_dca2759ffb.webp	PRIDE HALA UNISEX 100ML EDP LATTAFA
AP-0737	Pride Kashan	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_kashan_unisex_100ml_edp_lattafa_4d06c19696.webp	PRIDE KASHAN UNISEX 100ML EDP LATTAFA
AP-0670	Pride King Of Arabia	Lattafa	Unisex	100 ml	EDP	Sin clasificar	22000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_king_of_arabia_unisex_100ml_edp_lattafa_c6d60ff66d.webp	PRIDE KING OF ARABIA UNISEX 100ML EDP LATTAFA
AP-0739	Pride la African Drummer	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_la_african_drummer_unisex_100ml_edp_lattafa_05cb65f74c.webp	PRIDE LA AFRICAN DRUMMER UNISEX 100ML EDP LATTAFA
AP-0745	Pride Leen	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_leen_unisex_100ml_edp_lattafa_b7f52c5276.webp	PRIDE LEEN UNISEX 100ML EDP LATTAFA
AP-0718	Pride Maharjan Gold	Lattafa	Unisex	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_maharjan_gold_unisex_100ml_edp_lattafa_70c03354ec.webp	PRIDE MAHARJAN GOLD UNISEX 100ML EDP LATTAFA
AP-0719	Pride Maharjan Silver	Lattafa	Unisex	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_maharjan_silver_unisex_100ml_edp_lattafa_15e1b8dd37.webp	PRIDE MAHARJAN SILVER UNISEX 100ML EDP LATTAFA
AP-0753	Pride Masa	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_masa_unisex_100ml_edp_lattafa_3a6a417e76.webp	PRIDE MASA UNISEX 100ML EDP LATTAFA
AP-0738	Pride Natural OUD	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_natural_oud_unisex_100ml_edp_lattafa_94463d9ac1.webp	PRIDE NATURAL OUD UNISEX 100ML EDP LATTAFA
AP-0717	Pride Nebras	Lattafa	Unisex	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_nebras_unisex_100ml_edp_lattafa_0a5630da61.webp	PRIDE NEBRAS UNISEX 100ML EDP LATTAFA
AP-0746	Pride Peace And Love	Lattafa	Unisex	100 ml	No indicada	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_peace_and_love_unisex_100ml_lattafa_2983198732.webp	PRIDE PEACE AND LOVE UNISEX 100ML LATTAFA
AP-0711	Pride Pisa	Lattafa	Hombre	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_pisa_hombre_100ml_edp_lattafa_7f5f13e407.webp	PRIDE PISA HOMBRE 100ML EDP LATTAFA
AP-0671	Pride Queen Of Arabia	Lattafa	Mujer	100 ml	EDP	Sin clasificar	22000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_queen_of_arabia_mujer_100ml_edp_lattafa_cfb654773c.webp	PRIDE QUEEN OF ARABIA MUJER 100ML EDP LATTAFA
AP-0673	Pride Sur Mesure Noir	Lattafa	Unisex	100 ml	EDP	Sin clasificar	18000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_sur_mesure_noir_unisex_100ml_edp_lattafa_5bff94cd38.webp	PRIDE SUR MESURE NOIR UNISEX 100ML EDP LATTAFA
AP-0697	Pride Tharwah Gold	Lattafa	Mujer	100 ml	EDP	Sin clasificar	21000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_tharwah_gold_mujer_100ml_edp_lattafa_726cffada5.webp	PRIDE THARWAH GOLD MUJER 100ML EDP LATTAFA
AP-0698	Pride Tharwah Silver	Lattafa	Unisex	100 ml	EDP	Sin clasificar	21000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_tharwah_silver_unisex_100ml_edp_lattafa_89022c9bd3.webp	PRIDE THARWAH SILVER UNISEX 100ML EDP LATTAFA
AP-0701	Pride Vintage Radio	Lattafa	Unisex	100 ml	EDP	Sin clasificar	19000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/pride_vintage_radio_unisex_100ml_edp_lattafa_3843d76491.webp	PRIDE VINTAGE RADIO UNISEX 100ML EDP LATTAFA
AP-0700	Priede Art Of Nature I	Lattafa	Unisex	100 ml	EDP	Sin clasificar	17000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/priede_art_of_nature_i_unisex_100ml_edp_lattafa_ae32dc1ad9.webp	PRIEDE ART OF NATURE I UNISEX 100ML EDP LATTAFA
AP-0762	Qaaed	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/qaaed_unisex_100ml_edp_lattafa_f3c1bfe72a.webp	QAAED UNISEX 100ML EDP LATTAFA
AP-0627	Qaed Al Fursan	Lattafa	Unisex	90 ml	EDP	Amaderado · Floral · Frutal · Oriental · Gourmand · Especiado	12000	Perfume	Ficha verificada	Salida: piña y azafrán. Corazón: jazmín y balsam fir. Fondo: ámbar, cedro y agarwood (oud).	img/perfumes/qaed_al_fursan_unisex_90ml_edp_lattafa_7559a2a192.webp	QAED AL FURSAN UNISEX 90ML EDP LATTAFA
AP-0628	Qaed Al Fursan Blanco	Lattafa	Unisex	90 ml	EDP	Sin clasificar	12000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/qaed_al_fursan_blanco_unisex_90ml_edp_lattafa_6278b3874c.webp	QAED AL FURSAN BLANCO UNISEX 90ML EDP LATTAFA
AP-0626	Qaed Al Fursan Untamed	Lattafa	Unisex	90 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/qaed_al_fursan_untamed_unisex_90ml_edp_lattafa_df6e9b452b.webp	QAED AL FURSAN UNTAMED UNISEX 90ML EDP LATTAFA
AP-0664	Qimmah	Lattafa	Mujer	100 ml	EDP	Amaderado · Floral · Gourmand · Especiado	12500	Perfume	Ficha verificada	Salida: almond y café. Corazón: nardo, jazmín y tonka. Fondo: vainilla, cacao y sándalo.	img/perfumes/qimmah_mujer_100ml_edp_lattafa_53fa11a6d6.webp	QIMMAH MUJER 100ML EDP LATTAFA
AP-0665	Qimmah	Lattafa	Hombre	100 ml	EDP	Amaderado · Floral · Especiado · Verde	10000	Perfume	Ficha verificada	Salida: cedro y agarwood. Corazón: lavanda, sage y rosemary. Fondo: pachulí y vetiver.	img/perfumes/qimmah_hombre_100ml_edp_lattafa_1dc8d659ad.webp	QIMMAH HOMBRE 100ML EDP LATTAFA
AP-0688	Ra Ed Gris	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ra_ed_gris_unisex_100ml_edp_lattafa_11e3882419.webp	RA ED GRIS UNISEX 100ML EDP LATTAFA
AP-0689	Ra Ed OUD	Lattafa	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Especiado · Cuero · Verde	13000	Perfume	Ficha verificada	Salida: azafrán, bergamota y lavanda. Corazón: cypriol oil or nagarmotha, rosa y incense. Fondo: cuero, oud, sándalo y ámbar.	img/perfumes/ra_ed_oud_unisex_100ml_edp_lattafa_fd0a72f7e5.webp	RA ED OUD UNISEX 100ML EDP LATTAFA
AP-0690	Ra¨ed Luxe	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/raed_luxe_unisex_100ml_edp_lataffa_2cded6674c.webp	RA¨ED LUXE UNISEX 100ML EDP LATAFFA
AP-0725	Ramz	Lattafa	Unisex	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/ramz_unisex_100ml_edp_lattafa_d7bd609313.webp	RAMZ UNISEX 100ML EDP LATTAFA
AP-0669	Raw Human	Lattafa	Unisex	100 ml	EDP	Sin clasificar	14000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/raw_human_unisex_100ml_edp_lattafa_22b4edc9a2.webp	RAW HUMAN UNISEX 100ML EDP LATTAFA
AP-0755	Rouat Musk	Lattafa	Mujer	100 ml	EDP	Sin clasificar	13000	Perfume	Pendiente	Sin ficha individual verificable en el conjunto de Fragrantica consultado; no se asigna una pirámide para evitar datos inventados.	img/perfumes/rouat_musk_mujer_100ml_edp_lattafa_0fb0d34e41.webp	ROUAT MUSK MUJER 100ML EDP LATTAFA
AP-0616	Sakeena	Lattafa	Mujer	100 ml	EDP	Cítrico · Floral · Frutal · Gourmand · Almizclado	13000	Perfume	Ficha verificada	Salida: passionfruit, ozonic notes y mandarina. Corazón: raspberry, rosa, flor de azahar del naranjo y sea salt. Fondo: praline, toffee, vainilla y almizcle.	img/perfumes/sakeena_mujer_100ml_edp_lattafa_7bcdd73ccd.webp	SAKEENA MUJER 100ML EDP LATTAFA
AP-0631	Shaheen Gold	Lattafa	Unisex	100 ml	EDP	Amaderado · Cítrico · Frutal · Gourmand · Verde	14000	Perfume	Ficha verificada	Salida: piña y toronja (pomelo). Corazón: fig y lavanda. Fondo: vainilla, tonka y pachulí.	img/perfumes/shaheen_gold_unisex_100ml_edp_lattafa_597cdd05d6.webp	SHAHEEN GOLD UNISEX 100ML EDP LATTAFA
AP-0632	Shaheen Silver	Lattafa	Unisex	100 ml	EDP	Amaderado · Cítrico · Floral · Oriental · Almizclado	14000	Perfume	Ficha verificada	Salida: bergamota y casis (grosellero negro). Corazón: pachulí y rosa. Fondo: musgo de roble, almizcle y ámbar.	img/perfumes/shaheen_silver_unisex_100ml_edp_lattafa_94410824a0.webp	SHAHEEN SILVER UNISEX 100ML EDP LATTAFA
